law_source,law_number,reference_id,question_plh,law_text,year,question,answer_1,answer_2,answer_3
c.p.p.,220,325.0,La perizia Ã¨ ammessa ex {PLH}:,"La perizia è ammessa quando occorre svolgere indagini o acquisire dati o valutazioni che richiedono specifiche competenze tecniche, scientifiche o artistiche.  Salvo quanto previsto ai fini dell'esecuzione della pena o della misura di sicurezza, non sono ammesse perizie per stabilire l'abitualità o la professionalità nel reato, la tendenza a delinquere, il carattere e la personalità dell'imputato e in genere le qualità psichiche indipendenti da cause patologiche.",,La perizia Ã¨ ammessa ex art. 220 c.p.p.:,quando occorre acquisire valutazioni che richiedono specifiche competenze artistiche,per stabilire la professionalitÃ nel reato,per valutare la tendenza a delinquere
c.p.p.,221,326.0,Il giudice ex {PLH} nomina il perito scegliendolo tra:,"Il giudice nomina il perito scegliendolo tra gli iscritti negli appositi albi o tra persone fornite di particolare competenza nella specifica disciplina. Quando la perizia è dichiarata nulla, il giudice cura, ove possibile, che il nuovo incarico sia affidato ad altro perito.  Il giudice affida l'espletamento della perizia a più persone quando le indagini e le valutazioni risultano di notevole complessità ovvero richiedono distinte conoscenze in differenti discipline.  Il perito ha l'obbligo di prestare il suo ufficio, salvo che ricorra uno dei motivi di astensione previsti dall'articolo 36.",,Il giudice ex art. 221 c.p.p. nomina il perito scegliendolo tra:,persone fornite di particolare competenza nella specifica disciplina,gli iscritti negli appositi ordini giuridici,i soci degli albi tecnici
c.p.p.,222,327.0,Ai sensi dell'{PLH} a quale tra questi soggetti NON Ã¨ fatto divieto di prestare ufficio di perito a pena di nullitÃ ?,"1. Non può prestare ufficio di perito, a pena di nullità:  a\)\ il\ minorenne,\ l'interdetto,\ l'inabilitato\ e\ chi\ è\ affetto\ da\ infermità\ di\ mente;\ b\)\ chi\ è\ interdetto\ anche\ temporaneamente\ dai\ pubblici\ uffici\ ovvero\ è\ interdetto\ o\ sospeso\ dall'esercizio\ di\ una\ professione\ o\ di\ un'arte;\ c\)\ chi\ è\ sottoposto\ a\ misure\ di\ sicurezza\ personali\ o\ a\ misure\ di\ prevenzione;\ d\)\ chi\ non\ può\ essere\ assunto\ come\ testimone\ o\ ha\ facoltà\ di\ astenersi\ dal\ testimoniare\ o\ chi\ è\ chiamato\ a\ prestare\ ufficio\ di\ testimone\ o\ di\ interprete;\ e\)\ chi\ è\ stato\ nominato\ consulente\ tecnico\ nello\ stesso\ procedimento\ o\ in\ un\ procedimento\ connesso\.\",,Ai sensi dell'art. 222 c.p.p. a quale tra questi soggetti NON Ã¨ fatto divieto di prestare ufficio di perito a pena di nullitÃ ?,chi Ã¨ sottoposto a misure di sicurezza patrimoniali,chi Ã¨ sottoposto a misure di sicurezza personali,chi Ã¨ stato nominato consulente tecnico nello stesso procedimento
c.p.p.,245,328.0,Prima di procedere all'ispezione personale ex {PLH} l'interessato Ã¨ avvertito della facoltÃ : ,"Prima di procedere all'ispezione personale l'interessato è avvertito della facoltà di farsi assistere da persona di fiducia, purché questa sia prontamente reperibile e idonea a norma dell'articolo 120.  L'ispezione è eseguita nel rispetto della dignità e, nei limiti del possibile, del pudore di chi vi è sottoposto.  L'ispezione può essere eseguita anche per mezzo di un medico.In questo caso l'autorità giudiziaria può astenersi dall'assistere alle operazioni.",,Prima di procedere all'ispezione personale ex art. 245 c.p.p. l'interessato Ã¨ avvertito della facoltÃ : ,di farsi assistere da persona di fiducia,di poter richiedere un ispettore dello stesso sesso o credo,di far presenziare il suo difensore purchÃ¨ entro dodici ore dall'avviso
c.p.p.,245,329.0,L'ispezione personale ex {PLH} Ã¨ eseguita nel rispetto:,"Prima di procedere all'ispezione personale l'interessato è avvertito della facoltà di farsi assistere da persona di fiducia, purché questa sia prontamente reperibile e idonea a norma dell'articolo 120.  L'ispezione è eseguita nel rispetto della dignità e, nei limiti del possibile, del pudore di chi vi è sottoposto.  L'ispezione può essere eseguita anche per mezzo di un medico.In questo caso l'autorità giudiziaria può astenersi dall'assistere alle operazioni.",,L'ispezione personale ex art. 245 c.p.p. Ã¨ eseguita nel rispetto:,della dignitÃ e del pudore di chi vi Ã¨ sottoposto,della sessualitÃ e del genere di chi vi Ã¨ sottoposto,del decoro e della sensibilitÃ di chi vi Ã¨ sottoposto e di chi assiste
c.p.p.,247,330.0,La perquisizione ex {PLH} Ã¨ disposta:,"Quando vi è fondato motivo di ritenere che taluno occulti sulla persona il corpo del reato o cose pertinenti al reato, è disposta perquisizione personale. Quando vi è fondato motivo di ritenere che tali cose si trovino in un determinato luogo ovvero che in esso possa eseguirsi l'arresto dell'imputato o dell'evaso, è disposta perquisizione locale.   Quando vi è fondato motivo di ritenere che dati, informazioni, programmi informatici o tracce comunque pertinenti al reato si trovino in un sistema informatico o telematico, ancorché protetto da misure di sicurezza, ne è disposta la perquisizione, adottando misure tecniche dirette ad assicurare la conservazione dei dati originali e ad impedirne l'alterazione.   La perquisizione è disposta con decreto motivato.  L'autorità giudiziaria può procedere personalmente ovvero disporre che l'atto sia compiuto da ufficiali di polizia giudiziaria delegati con lo stesso decreto.",,La perquisizione ex art. 247 c.p.p. Ã¨ disposta:,con decreto motivato,con ordinanza motivata,con ordinanza
c.p.p.,247,331.0,L'autoritÃ giudiziaria per quanto riguarda le perquisizioni ex {PLH}:,"Quando vi è fondato motivo di ritenere che taluno occulti sulla persona il corpo del reato o cose pertinenti al reato, è disposta perquisizione personale. Quando vi è fondato motivo di ritenere che tali cose si trovino in un determinato luogo ovvero che in esso possa eseguirsi l'arresto dell'imputato o dell'evaso, è disposta perquisizione locale.   Quando vi è fondato motivo di ritenere che dati, informazioni, programmi informatici o tracce comunque pertinenti al reato si trovino in un sistema informatico o telematico, ancorché protetto da misure di sicurezza, ne è disposta la perquisizione, adottando misure tecniche dirette ad assicurare la conservazione dei dati originali e ad impedirne l'alterazione.   La perquisizione è disposta con decreto motivato.  L'autorità giudiziaria può procedere personalmente ovvero disporre che l'atto sia compiuto da ufficiali di polizia giudiziaria delegati con lo stesso decreto.",,L'autoritÃ giudiziaria per quanto riguarda le perquisizioni ex art. 247 c.p.p.:,puÃ² procedere personalmente,puÃ² disporre che l'atto sia compiuto da agenti di polizia giudiziaria delegati con apposito decreto,puÃ² procedere tramite ausiliario delegato con decreto
c.p.p.,260,332.0,Le cose sequestrate ex {PLH} si assicurano con:,"Le cose sequestrate si assicurano con il sigillo dell'ufficio giudiziario e con le sottoscrizioni dell'autorità giudiziaria e dell'ausiliario che la assiste ovvero, in relazione alla natura delle cose, con altro mezzo, anche di carattere elettronico o informatico, idoneo a indicare il vincolo imposto a fini di giustizia.  L'autorità giudiziaria fa estrarre copia dei documenti e fa eseguire fotografie o altre riproduzioni delle cose sequestrate che possono alterarsi o che sono di difficile custodia, le unisce agli atti e fa custodire in cancelleria o segreteria gli originali dei documenti, disponendo, quanto alle cose, in conformità dell'articolo 259. Quando si tratta di dati, di informazioni o di programmi informatici, la copia deve essere realizzata su adeguati supporti, mediante procedura che assicuri la conformità della copia all'originale e la sua immodificabilità; in tali casi, la custodia degli originali può essere disposta anche in luoghi diversi dalla cancelleria o dalla segreteria.  Se si tratta di cose che possono alterarsi, l'autorità giudiziaria ne ordina, secondo i casi, l'alienazione o la distruzione.   L'autorità giudiziaria, anche su richiesta dell'organo accertatore o della persona offesa, quando il decreto di sequestro o di convalida del sequestro non è più assoggettabile a riesame, dispone il prelievo di uno o più campioni, con l'osservanza delle formalità di cui all'articolo 364, e ordina la distruzione della merce residua, nel caso di merci di cui sono comunque vietati la fabbricazione, il possesso, la detenzione o la commercializzazione, quando le stesse sono di difficile custodia ovvero quando la custodia risulta particolarmente onerosa o pericolosa per la sicurezza, la salute o l'igiene pubblica ovvero quando risulti evidente la violazione dei predetti divieti, anche in ragione della natura contraffatta o usurpativa delle merci. Se la conservazione della merce è assolutamente necessaria per la prosecuzione delle indagini, l'autorità giudiziaria dispone in tal senso con provvedimento motivato  Nei casi di sequestro nei procedimenti a carico di ignoti, la polizia giudiziaria, decorso il termine di tre mesi dalla data di effettuazione del sequestro, procede alla distruzione delle merci contraffatte o usurpative sequestrate, previa comunicazione all'autorità giudiziaria. La distruzione può avvenire dopo quindici giorni dalla comunicazione, salva diversa decisione dell'autorità giudiziaria, ed è preceduta dal prelievo di uno o più campioni, con l'osservanza delle formalità di cui all'articolo 364.",,Le cose sequestrate ex art. 260 c.p.p. si assicurano con:,il sigillo dell'ufficio giudiziario e con le sottoscrizioni dell'autoritÃ giudiziaria e dell'ausiliario che la assiste,il marchio dell'ufficio della procura e con le sottoscrizioni del pubblico ministero e del consulente tecnico che lo assiste,la punzonatura dell'ufficio giudiziario e con la sottoscrizione dell'ausiliario che procede
c.p.p.,260,333.0,"Nei casi di sequestro nei procedimenti a carico di ignoti, la polizia giudiziaria ex {PLH} puÃ² procedere alla distruzione delle merci contraffatte sequestrate:","Le cose sequestrate si assicurano con il sigillo dell'ufficio giudiziario e con le sottoscrizioni dell'autorità giudiziaria e dell'ausiliario che la assiste ovvero, in relazione alla natura delle cose, con altro mezzo, anche di carattere elettronico o informatico, idoneo a indicare il vincolo imposto a fini di giustizia.  L'autorità giudiziaria fa estrarre copia dei documenti e fa eseguire fotografie o altre riproduzioni delle cose sequestrate che possono alterarsi o che sono di difficile custodia, le unisce agli atti e fa custodire in cancelleria o segreteria gli originali dei documenti, disponendo, quanto alle cose, in conformità dell'articolo 259. Quando si tratta di dati, di informazioni o di programmi informatici, la copia deve essere realizzata su adeguati supporti, mediante procedura che assicuri la conformità della copia all'originale e la sua immodificabilità; in tali casi, la custodia degli originali può essere disposta anche in luoghi diversi dalla cancelleria o dalla segreteria.  Se si tratta di cose che possono alterarsi, l'autorità giudiziaria ne ordina, secondo i casi, l'alienazione o la distruzione.   L'autorità giudiziaria, anche su richiesta dell'organo accertatore o della persona offesa, quando il decreto di sequestro o di convalida del sequestro non è più assoggettabile a riesame, dispone il prelievo di uno o più campioni, con l'osservanza delle formalità di cui all'articolo 364, e ordina la distruzione della merce residua, nel caso di merci di cui sono comunque vietati la fabbricazione, il possesso, la detenzione o la commercializzazione, quando le stesse sono di difficile custodia ovvero quando la custodia risulta particolarmente onerosa o pericolosa per la sicurezza, la salute o l'igiene pubblica ovvero quando risulti evidente la violazione dei predetti divieti, anche in ragione della natura contraffatta o usurpativa delle merci. Se la conservazione della merce è assolutamente necessaria per la prosecuzione delle indagini, l'autorità giudiziaria dispone in tal senso con provvedimento motivato  Nei casi di sequestro nei procedimenti a carico di ignoti, la polizia giudiziaria, decorso il termine di tre mesi dalla data di effettuazione del sequestro, procede alla distruzione delle merci contraffatte o usurpative sequestrate, previa comunicazione all'autorità giudiziaria. La distruzione può avvenire dopo quindici giorni dalla comunicazione, salva diversa decisione dell'autorità giudiziaria, ed è preceduta dal prelievo di uno o più campioni, con l'osservanza delle formalità di cui all'articolo 364.",,"Nei casi di sequestro nei procedimenti a carico di ignoti, la polizia giudiziaria ex art. 260 c.p.p. puÃ² procedere alla distruzione delle merci contraffatte sequestrate:","decorso il termine di tre mesi dalla data di effettuazione del sequestro, previa comunicazione all'autoritÃ giudiziaria","decorso il termine di sei mesi dalla data di effettuazione del sequestro, previa comunicazione alla cancelleria del tribunale","decorso il termine di trenta giorni dalla data di effettuazione del sequestro, previa comunicazione all'autoritÃ giudiziaria e alle parti in causa"
c.p.p.,261,334.0,"L'autoritÃ giudiziaria, quando occorre procedere alla rimozione dei sigilli ex {PLH}:","L'autorità giudiziaria, quando occorre procedere alla rimozione dei sigilli, ne verifica prima l'identità e l'integrità con l'assistenza dell'ausiliario. Compiuto l'atto per cui si è resa necessaria la rimozione dei sigilli, le cose sequestrate sono nuovamente sigillate dall'ausiliario in presenza dell'autorità giudiziaria. L'autorità giudiziaria e l'ausiliario appongono presso il sigillo la data e la sottoscrizione.",,"L'autoritÃ giudiziaria, quando occorre procedere alla rimozione dei sigilli ex art. 261 c.p.p.:",ne verifica prima l'identitÃ e l'integritÃ con l'assistenza dell'ausiliario,ne verifica prima la collocazione e l'integritÃ con l'assistenza di un consulente tecnico,ne verifica prima l'identitÃ e l'assenza di manomissioni con l'assistenza di un perito
c.p.p.,262,335.0,Cosa accade alle somme di denaro sequestrate ex {PLH} se non ne Ã¨ stata disposta la confisca e nessuno ne ha chiesto la restituzione?,"Quando non è necessario mantenere il sequestro a fini di prova, le cose sequestrate sono restituite a chi ne abbia diritto, anche prima della sentenza. Se occorre, l'autorità giudiziaria prescrive di presentare a ogni richiesta le cose restituite e a tal fine può imporre cauzione.  Nel caso previsto dal comma 1, la restituzione non è ordinata se il giudice dispone, a richiesta del pubblico ministero o della parte civile, che sulle cose appartenenti all'imputato o al responsabile civile sia mantenuto il sequestro a garanzia dei crediti indicati nell'articolo 316.  Non si fa luogo alla restituzione e il sequestro è mantenuto ai fini preventivi quando il giudice provvede a norma dell'articolo 321.   Trascorsi cinque anni dalla data della sentenza non più soggetta ad impugnazione, le somme di denaro sequestrate, se non ne è stata disposta la confisca e nessuno ne ha chiesto la restituzione, reclamando di averne diritto, sono devolute allo Stato.   Dopo la sentenza non più soggetta a impugnazione le cose sequestrate sono restituite a chi ne abbia diritto, salvo che sia disposta la confisca.",,Cosa accade alle somme di denaro sequestrate ex art. 262 c.p.p. se non ne Ã¨ stata disposta la confisca e nessuno ne ha chiesto la restituzione?,"Trascorsi cinque anni dalla data della sentenza non piÃ¹ soggetta ad impugnazione, sono devolute allo Stato","Trascorsi trenta mesi dalla data della sentenza non piÃ¹ soggetta ad impugnazione, sono devolute alla Cassa Forense","Trascorsi tre anni dalla data della sentenza non piÃ¹ soggetta ad impugnazione, sono devolute al Fondo Unico Giustizia"
c.p.p.,316,336.0,"Il sequestro conservativo dei beni mobili o immobili dell'imputato o delle somme o cose a lui dovute, ex {PLH}; nei limiti in cui la legge ne consente il pignoramento, Ã¨ richiesto:","Se vi è fondata ragione di ritenere che manchino o si disperdano le garanzie per il pagamento ... delle spese di procedimento e di ogni altra somma dovuta all'erario dello Stato, il pubblico ministero, in ogni stato e grado del processo di merito, chiede il sequestro conservativo dei beni mobili o immobili dell'imputato o delle somme o cose a lui dovute, nei limiti in cui la legge ne consente il pignoramento.  Quando procede per il delitto di omicidio commesso contro il coniuge, anche legalmente separato o divorziato, contro l'altra parte dell'unione civile, anche se l'unione civile è cessata, o contro la persona che è o è stata legata da relazione affettiva e stabile convivenza, il pubblico ministero rileva la presenza di figli della vittima minorenni o maggiorenni economicamente non autosufficienti e, in ogni stato e grado del procedimento, chiede il sequestro conservativo dei beni di cui al comma 1, a garanzia del risarcimento dei danni civili subiti dai figli delle vittime.  Se vi è fondata ragione di ritenere che manchino o si disperdano le garanzie delle obbligazioni civili derivanti dal reato, la parte civile può chiedere il sequestro conservativo dei beni dell'imputato o del responsabile civile, secondo quanto previsto dal comma 1.  Il sequestro disposto a richiesta del pubblico ministero giova anche alla parte civile.  Per effetto del sequestro i crediti indicati nei commi 1 e 2 si considerano privilegiati, rispetto a ogni altro credito non privilegiato di data anteriore e ai crediti sorti posteriormente, salvi, in ogni caso, i privilegi stabiliti a garanzia del pagamento dei tributi.",,"Il sequestro conservativo dei beni mobili o immobili dell'imputato o delle somme o cose a lui dovute, ex art. 316 c.p.p; nei limiti in cui la legge ne consente il pignoramento, Ã¨ richiesto:","dal pubblico ministero, in ogni stato e grado del processo di merito, se vi Ã¨ fondata ragione di ritenere che manchino o si disperdano le garanzie per il pagamento della pena pecuniaria","dalla parte civile, in ogni stato e grado del processo di legittimitÃ , se vi Ã¨ fondata ragione di ritenere che manchino o si disperdano le garanzie per il pagamento delle obbligazioni penali derivanti dal concorso in correitÃ ","dal pubblico ministero e dalla parte civile, entro il secondo grado di giudizio di merito e legittimitÃ , se vi Ã¨ fondata ragione di ritenere che manchino o si disperdano le garanzie per il pagamento della pena pecuniaria"
c.p.p.,324,337.0,La richiesta di riesame ex {PLH} Ã¨ presentata:,"La richiesta di riesame è presentata, nella cancelleria del tribunale indicato nel comma 5, entro dieci giorni dalla data di esecuzione del provvedimento che ha disposto il sequestro o dalla diversa data in cui l'interessato ha avuto conoscenza dell'avvenuto sequestro.  La richiesta è presentata con le forme previste dall'articolo 582. Se la richiesta è proposta dall'imputato non detenuto né internato, questi, ove non abbia già dichiarato o eletto domicilio ..., deve indicare il domicilio presso il quale intende ricevere l'avviso previsto dal comma 6; in mancanza, l'avviso è notificato mediante consegna al difensore. Se la richiesta è proposta da un'altra persona e questa abbia omesso di dichiarare il proprio domicilio, l'avviso è notificato mediante deposito in cancelleria.  La cancelleria dà immediato avviso all'autorità giudiziaria procedente che, entro il giorno successivo, trasmette al tribunale gli atti su cui si fonda il provvedimento oggetto del riesame.  Con la richiesta di riesame possono essere enunciati anche i motivi. Chi ha proposto la richiesta ha, inoltre, facoltà di enunciare nuovi motivi davanti al giudice del riesame, facendone dare atto a verbale prima dell'inizio della discussione.  Sulla richiesta di riesame, in composizione collegiale, decide il tribunale del capoluogo della provincia nella quale ha sede l'ufficio che ha emesso il provvedimento nel termine di dieci giorni dalla ricezione degli atti. (90) (90a)  Il procedimento davanti al tribunale si svolge in camera di consiglio nelle forme previste dall'articolo 127. Almeno tre giorni prima, l'avviso della data fissata per l'udienza è comunicato al pubblico ministero e notificato al difensore e a chi ha proposto la richiesta. Fino al giorno dell'udienza gli atti restano depositati in cancelleria.  Si applicano le disposizioni dell'articolo 309, commi 9, 9-bis e 10. La revoca del provvedimento di sequestro può essere parziale e non può essere disposta nei casi indicati nell'articolo 240 comma 2 del codice penale. (274) (278)  Il giudice del riesame, nel caso di contestazione della proprietà, rinvia la decisione della controversia al giudice civile, mantenendo nel frattempo il sequestro.",,La richiesta di riesame ex art. 324 c.p.p. Ã¨ presentata:,nella cancelleria del tribunale entro dieci giorni dalla data di esecuzione del provvedimento che ha disposto il sequestro,nella cancelleria del tribunale entro venti giorni dalla data di esecuzione del decreto che ha disposto il sequestro,presso il tribunale entro tre giorni dalla data di esecuzione del decreto che ha disposto il sequestro
c.p.p.,324,338.0,Sulla richiesta di riesame decide ex {PLH} il tribunale del capoluogo della provincia nella quale ha sede l'ufficio che ha emesso il provvedimento: ,"La richiesta di riesame è presentata, nella cancelleria del tribunale indicato nel comma 5, entro dieci giorni dalla data di esecuzione del provvedimento che ha disposto il sequestro o dalla diversa data in cui l'interessato ha avuto conoscenza dell'avvenuto sequestro.  La richiesta è presentata con le forme previste dall'articolo 582. Se la richiesta è proposta dall'imputato non detenuto né internato, questi, ove non abbia già dichiarato o eletto domicilio ..., deve indicare il domicilio presso il quale intende ricevere l'avviso previsto dal comma 6; in mancanza, l'avviso è notificato mediante consegna al difensore. Se la richiesta è proposta da un'altra persona e questa abbia omesso di dichiarare il proprio domicilio, l'avviso è notificato mediante deposito in cancelleria.  La cancelleria dà immediato avviso all'autorità giudiziaria procedente che, entro il giorno successivo, trasmette al tribunale gli atti su cui si fonda il provvedimento oggetto del riesame.  Con la richiesta di riesame possono essere enunciati anche i motivi. Chi ha proposto la richiesta ha, inoltre, facoltà di enunciare nuovi motivi davanti al giudice del riesame, facendone dare atto a verbale prima dell'inizio della discussione.  Sulla richiesta di riesame, in composizione collegiale, decide il tribunale del capoluogo della provincia nella quale ha sede l'ufficio che ha emesso il provvedimento nel termine di dieci giorni dalla ricezione degli atti. (90) (90a)  Il procedimento davanti al tribunale si svolge in camera di consiglio nelle forme previste dall'articolo 127. Almeno tre giorni prima, l'avviso della data fissata per l'udienza è comunicato al pubblico ministero e notificato al difensore e a chi ha proposto la richiesta. Fino al giorno dell'udienza gli atti restano depositati in cancelleria.  Si applicano le disposizioni dell'articolo 309, commi 9, 9-bis e 10. La revoca del provvedimento di sequestro può essere parziale e non può essere disposta nei casi indicati nell'articolo 240 comma 2 del codice penale. (274) (278)  Il giudice del riesame, nel caso di contestazione della proprietà, rinvia la decisione della controversia al giudice civile, mantenendo nel frattempo il sequestro.",,Sulla richiesta di riesame decide ex art. 324 c.p.p. il tribunale del capoluogo della provincia nella quale ha sede l'ufficio che ha emesso il provvedimento: ,"in composizione collegiale, nel termine di dieci giorni dalla ricezione degli atti","in composizione monocratica, nel termine di venti giorni dalla ricezione degli atti","in composizione collegiale, nel termine di quindici giorni dalla ricezione degli atti"
c.p.,339,339.0,La dichiarazione di rinuncia alla querela ex {PLH}puÃ² anche essere fatta:,"(Circostanze aggravanti)  Le pene stabilite nei tre articoli precedenti sono aumentate se la violenza o la minaccia è commessa nel corso di manifestazioni in luogo pubblico o aperto al pubblico ovvero con armi, o da persona travisata, o da più persone riunite, o con scritto anonimo, o in modo simbolico, o valendosi della forza intimidatrice derivante da segrete associazioni, esistenti o supposte.  Se la violenza o la minaccia è commessa da più di cinque persone riunite, mediante uso di armi anche soltanto da parte di una di esse, ovvero da più di dieci persone, pur senza uso di armi, la pena è, nei casi preveduti dalla prima parte dell'articolo 336 e dagli articoli 337 e 338, della reclusione da tre a quindici anni, e, nel caso preveduto dal capoverso dell'articolo 336, della reclusione da due a otto anni.  Le disposizioni di cui al secondo comma si applicano anche, salvo che il fatto costituisca più grave reato, nel caso in cui la violenza o la minaccia sia commessa mediante il lancio o l'utilizzo di corpi contundenti o altri oggetti atti ad offendere, compresi gli artifici pirotecnici, in modo da creare pericolo alle persone.  (6)",,La dichiarazione di rinuncia alla querela ex art. 339 c.c.p. puÃ² anche essere fatta:,"oralmente a un ufficiale di polizia giudiziaria il quale, accertata l'identitÃ del rinunciante, redige verbale, sottoscritto dal dichiarante per produrre effetti","a mezzo di procuratore speciale, con dichiarazione sottoscritta, rilasciata nella cancelleria del tribunale","a mezzo di difensore, con dichiarazione espressa, rilasciata all'interessato"
c.p.p.,350,340.0,Le sommarie informazioni dalla persona nei cui confronti vengono svolte le indagini ex {PLH} sono assunte:,"Gli ufficiali di polizia giudiziaria assumono, con le modalità previste dall'articolo 64, sommarie informazioni utili per le investigazioni dalla persona nei cui confronti vengono svolte le indagini che non si trovi in stato di arresto o di fermo a norma dell'articolo 384, e nei casi di cui all'articolo 384-bis.  Prima di assumere le sommarie informazioni, la polizia giudiziaria invita la persona nei cui confronti vengono svolte le indagini a nominare un difensore di fiducia e, in difetto, provvede a norma dell'articolo 97 comma 3.  Le sommarie informazioni sono assunte con la necessaria assistenza del difensore, al quale la polizia giudiziaria dà tempestivo avviso. Il difensore ha l'obbligo di presenziare al compimento dell'atto.  Se il difensore non è stato reperito o non è comparso, la polizia giudiziaria richiede al pubblico ministero di provvedere a norma dell'articolo 97, comma 4.   Quando la persona sottoposta alle indagini e il difensore vi consentono, il pubblico ministero, su richiesta della polizia giudiziaria, può autorizzare lo svolgimento dell'atto a distanza. Si osservano, in quanto compatibili, le disposizioni dell'articolo 133-ter.  Sul luogo o nell'immediatezza del fatto, gli ufficiali di polizia giudiziaria possono, anche senza la presenza del difensore, assumere dalla persona nei cui confronti vengono svolte le indagini, anche se arrestata in flagranza o fermata a norma dell'articolo 384, notizie e indicazioni utili ai fini della immediata prosecuzione delle indagini.  Delle notizie e delle indicazioni assunte senza l'assistenza del difensore sul luogo o nell'immediatezza del fatto a norma del comma 5 è vietata ogni documentazione e utilizzazione.  La polizia giudiziaria può altresì ricevere dichiarazioni spontanee dalla persona nei cui confronti vengono svolte le indagini, ma di esse non è consentita la utilizzazione nel dibattimento, salvo quanto previsto dall'articolo 503 comma 3.",,Le sommarie informazioni dalla persona nei cui confronti vengono svolte le indagini ex art. 350 c.p.p. sono assunte:,"con la necessaria assistenza del difensore, al quale la polizia giudiziaria dÃ tempestivo avviso","con la eventuale assistenza del difensore, al quale la polizia giudiziaria dÃ tempestivo avviso entro tre ore","con la necessaria assistenza del tutore, al quale la polizia giudiziaria dÃ avviso entro 48 ore prima delle indagini"
c.p.p.,352,341.0,"Nella flagranza del reato o nel caso di evasione, ex {PLH} gli ufficiali di polizia giudiziaria procedono:","Nella flagranza del reato o nel caso di evasione, gli ufficiali di polizia giudiziaria procedono a perquisizione personale o locale quando hanno fondato motivo di ritenere che sulla persona si trovino occultate cose o tracce pertinenti al reato che possono essere cancellate o disperse ovvero che tali cose o tracce si trovino in un determinato luogo o che ivi si trovi la persona sottoposta alle indagini o l'evaso.  Nella flagranza del reato, ovvero nei casi di cui al comma 2 quando sussistono i presupposti e le altre condizioni ivi previsti, gli ufficiali di polizia giudiziaria, adottando misure tecniche dirette ad assicurare la conservazione dei dati originali e ad impedirne l'alterazione, procedono altresì alla perquisizione di sistemi informatici o telematici, ancorché protetti da misure di sicurezza, quando hanno fondato motivo di ritenere che in questi si trovino occultati dati, informazioni, programmi informatici o tracce comunque pertinenti al reato che possono essere cancellati o dispersi.  Quando si deve procedere alla esecuzione di un'ordinanza che dispone la custodia cautelare o di un ordine che dispone la carcerazione nei confronti di persona imputata o condannata per uno dei delitti previsti dall'articolo 380 ovvero al fermo di una persona indiziata di delitto, gli ufficiali di polizia giudiziaria possono altresì procedere a perquisizione personale o locale se ricorrono i presupposti indicati nel comma 1 e sussistono particolari motivi di urgenza che non consentono la emissione di un tempestivo decreto di perquisizione.  La perquisizione domiciliare può essere eseguita anche fuori dei limiti temporali dell'articolo 251 quando il ritardo potrebbe pregiudicarne l'esito.  La polizia giudiziaria trasmette senza ritardo, e comunque non oltre le quarantotto ore, al pubblico ministero del luogo dove la perquisizione è stata eseguita il verbale delle operazioni compiute. Il pubblico ministero, nelle quarantotto ore successive, decide con decreto motivato sulla convalida della perquisizione.  Salvo che alla perquisizione sia seguito il sequestro, entro dieci giorni dalla data in cui hanno avuto conoscenza del decreto di convalida, la persona nei cui confronti vengono svolte le indagini e la persona nei cui confronti la perquisizione è stata disposta o eseguita possono proporre opposizione, sulla quale il giudice provvede a norma dell'articolo 127. Si applica la disposizione di cui all'articolo 252-bis, comma 3.",,"Nella flagranza del reato o nel caso di evasione, ex art. 352 c.p.p. gli ufficiali di polizia giudiziaria procedono:",a perquisizione locale quando hanno fondato motivo di ritenere che ivi si trovi la persona sottoposta alle indagini,a perquisizione generale quando hanno fondato motivo di ritenere che all'interno di una struttura o complesso si trovi l'evaso,a perquisizione personale quando hanno fondato motivo di ritenere che sulla persona si trovino occultate indizi pertinenti al reato che possono essere consumati o ingoiati
