Source,Article,Comma number,Comma content
c.p.p.,Art. 109,3.,3. Le disposizioni di questo articolo si osservano a pena di nullità.
c.p.p.,Art. 110,1.,"1. Quando è richiesta la forma scritta, gli atti del procedimento penale sono redatti e conservati in forma di documento informatico, tale da assicurarne l'autenticità, l'integrità, la leggibilità, la reperibilità, l'interoperabilità e, ove previsto dalla legge, la segretezza."
c.p.p.,Art. 110,2.,"2. Gli atti redatti in forma di documento informatico rispettano la normativa, anche regolamentare, concernente la redazione, la sottoscrizione, la conservazione, l'accesso, la trasmissione e la ricezione degli atti e dei documenti informatici."
c.p.p.,Art. 110,3.,"3. La disposizione di cui al comma 1 non si applica agli atti che, per loro natura o per specifiche esigenze processuali, non possono essere redatti in forma di documento informatico."
c.p.p.,Art. 110,4.,"4. Gli atti redatti in forma di documento analogico sono convertiti senza ritardo in copia informatica ad opera dell'ufficio che li ha formati o ricevuti, nel rispetto della normativa, anche regolamentare, concernente la redazione, la sottoscrizione, la trasmissione e la ricezione degli atti e dei documenti informatici."
c.p.p.,Art. 111,1.,"1. Quando la legge richiede la data di un atto, ((informatico o analogico,)) sono indicati il giorno, il mese, l'anno e il luogo in cui l'atto è compiuto. L'indicazione dell'ora è necessaria solo se espressamente descritta."
c.p.p.,Art. 111,2.,"2. Se l'indicazione della data di un atto è prescritta a pena di nullità, questa sussiste soltanto nel caso in cui la data non possa stabilirsi con certezza in base ad elementi contenuti nell'atto medesimo o in atti a questo connessi."
c.p.p.,Art. 111,2-bis.,"2-bis. L'atto redatto in forma di documento informatico è sottoscritto, con firma digitale o altra firma elettronica qualificata, nel rispetto della normativa, anche regolamentare, concernente la sottoscrizione, la trasmissione e la ricezione degli atti e dei documenti informatici."
c.p.p.,Art. 111,2-ter.,"2-ter. La ricezione di un atto orale, trascritto in forma di documento informatico, contiene l'attestazione da parte dell'autorità procedente, che sottoscrive il documento a norma del comma 2-bis, della identità della persona che lo ha reso."
c.p.p.,Art. 111,2-quater.,"2-quater. Quando l'atto è redatto in forma di documento analogico e ne è richiesta la sottoscrizione, se la legge non dispone altrimenti, è sufficiente la scrittura di propria mano, in fine dell'atto, del nome e cognome di chi deve firmare. Se chi deve firmare non è in grado di scrivere, il pubblico ufficiale, al quale è presentato l'atto scritto o che riceve l'atto orale, accertata l'identità della persona, ne fa attestazione in fine dell'atto medesimo."
c.p.p.,Art. 111-bis,1.,"1. Salvo quanto previsto dall'articolo 175-bis, in ogni stato e grado del procedimento, il deposito di atti, documenti, richieste, memorie ha luogo esclusivamente con modalità telematiche, nel rispetto della normativa, anche regolamentare, concernente la sottoscrizione, la trasmissione e la ricezione degli atti e dei documenti informatici."
c.p.p.,Art. 111-bis,2.,"2. Il deposito telematico assicura la certezza, anche temporale, dell'avvenuta trasmissione e ricezione, nonché l'identità del mittente e del destinatario, nel rispetto della normativa, anche regolamentare, concernente la sottoscrizione, la trasmissione e la ricezione dei documenti informatici."
c.p.p.,Art. 111-bis,3.,"3. La disposizione di cui al comma 1 non si applica agli atti e ai documenti che, per loro natura o per specifiche esigenze processuali, non possono essere acquisiti in copia informatica."
c.p.p.,Art. 111-bis,4.,"4. Gli atti che le parti ((e la persona offesa dal reato)) compiono personalmente possono essere depositati anche con modalità non telematiche.
(290)"
c.p.p.,Art. 111-ter,1.,"1. I fascicoli informatici del procedimento penale sono formati, conservati, aggiornati e trasmessi nel rispetto della normativa, anche regolamentare, concernente il fascicolo informatico, in maniera da assicurarne l'autenticità, l'integrità, l'accessibilità, la leggibilità, l'interoperabilità nonché l'agevole consultazione telematica."
c.p.p.,Art. 111-ter,2.,2. La disposizione di cui al comma 1 si applica anche quando la legge prevede la trasmissione di singoli atti e documenti contenuti nel fascicolo informatico.
c.p.p.,Art. 111-ter,3.,"3. Gli atti e i documenti formati e depositati in forma di documento analogico sono convertiti, senza ritardo, in documento informatico e inseriti nel fascicolo informatico, secondo quanto previsto dal comma 1, salvo che per loro natura o per specifiche esigenze processuali non possano essere acquisiti o convertiti in copia informatica. In tal caso, nel fascicolo informatico è inserito elenco dettagliato degli atti e dei documenti acquisiti in forma di documento analogico."
c.p.p.,Art. 111-ter,4.,"4. Le copie informatiche, anche per immagine, degli atti e dei documenti processuali redatti in forma di documento analogico, presenti nei fascicoli informatici, equivalgono all'originale anche se prive della firma digitale di attestazione di conformità all'originale."
c.p.p.,Art. 112,1.,"1. Salvo che la legge disponga altrimenti, quando l'originale di una sentenza o di un altro atto del procedimento, del quale occorre fare uso, è per qualsiasi causa distrutto, smarrito o sottratto e non è possibile recuperarlo, la copia autentica ha valore di originale ed è posta nel luogo in cui l'originale dovrebbe trovarsi."
c.p.p.,Art. 112,2.,"2. A tal fine, il presidente della corte o del tribunale, anche di ufficio, ordina con decreto a chi detiene la copia di consegnarla alla cancelleria, salvo il diritto del detentore di avere gratuitamente un'altra copia autentica. (90) ((90a))"
c.p.p.,Art. 113,1.,"1. Se non è possibile provvedere a norma dell'articolo 112, il giudice, anche di ufficio, accerta il contenuto dell'atto mancante e stabilisce con ordinanza se e in quale tenore esso deve essere ricostituito."
c.p.p.,Art. 113,2.,"2. Se esiste la minuta dell'atto mancante, questo è ricostituito secondo il tenore della medesima, quando alcuno dei giudici che l'hanno sottoscritto riconosce che questo era conforme alla minuta."
c.p.p.,Art. 113,3.,"3. Quando non si può provvedere a norma dei commi 1 e 2, il giudice dispone con ordinanza la rinnovazione dell'atto mancante, se necessaria e possibile, prescrivendone il modo ed eventualmente indicando anche gli altri atti che devono essere rinnovati."
c.p.p.,Art. 114,1.,"1. È vietata la pubblicazione, anche parziale o per riassunto, con il mezzo della stampa o con altro mezzo di diffusione, degli atti coperti dal segreto o anche solo del loro contenuto."
c.p.p.,Art. 114,2.,"2. È vietata la pubblicazione, anche parziale, degli atti non più coperti dal segreto fino a che non siano concluse le indagini preliminari ovvero fino al termine dell'udienza preliminare , fatta eccezione per l'ordinanza indicata dall'articolo 292. (253) (260) (263) (267) (270) ((275))"
c.p.p.,Art. 114,2-bis.,"2-bis. È sempre vietata la pubblicazione, anche parziale, del contenuto delle intercettazioni non acquisite ai sensi degli articoli 268, 415-bis o 454. (270) ((275))"
c.p.p.,Art. 114,3.,"3. Se si procede al dibattimento, non è consentita la pubblicazione, anche parziale, degli atti del fascicolo per il dibattimento, se non dopo la pronuncia della sentenza di primo grado, e di quelli del fascicolo del pubblico ministero, se non dopo la pronuncia della sentenza in grado di appello. È sempre consentita la pubblicazione degli atti utilizzati per le contestazioni. (61)"
c.p.p.,Art. 114,4.,"4. È vietata la pubblicazione, anche parziale, degli atti del dibattimento celebrato a porte chiuse nei casi previsti dall'articolo 472 commi 1 e 2. In tali casi il giudice, sentite le parti, può disporre il divieto di pubblicazione anche degli atti o di parte degli atti utilizzati per le contestazioni. Il divieto di pubblicazione cessa comunque quando sono trascorsi i termini stabiliti dalla legge sugli archivi di Stato ovvero è trascorso il termine di dieci anni dalla sentenza irrevocabile e la pubblicazione è autorizzata dal ministro di grazia e giustizia."
c.p.p.,Art. 114,5.,"5. Se non si procede al dibattimento, il giudice, sentite le parti, può disporre il divieto di pubblicazione di atti o di parte di atti quando la pubblicazione di essi può offendere il buon costume o comportare la diffusione di notizie sulle quali la legge prescrive di mantenere il segreto nell'interesse dello Stato ovvero causare pregiudizio alla riservatezza dei testimoni o delle parti private. Si applica la disposizione dell'ultimo periodo del comma 4."
c.p.p.,Art. 114,6.,"6. E vietata la pubblicazione delle generalità e dell'immagine dei minorenni testimoni, persone offese o danneggiati dal reato fino a quando non sono divenuti maggiorenni. Il tribunale per i minorenni, nell'interesse esclusivo del minorenne, o il minorenne che ha compiuto i sedici anni, può consentire la pubblicazione. È altresì vietata la pubblicazione di elementi che anche indirettamente possano comunque portare alla identificazione dei suddetti minorenni."
c.p.p.,Art. 114,6-bis.,"6-bis. È vietata la pubblicazione dell'immagine di persona privata della libertà personale ripresa mentre la stessa si trova sottoposta all'uso di manette ai polsi ovvero ad altro mezzo di coercizione fisica, salvo che la persona vi consenta."
c.p.p.,Art. 114,7.,7. È sempre consentita la pubblicazione del contenuto di atti non coperti dal segreto.
c.p.p.,Art. 115,1.,"1. Salve le sanzioni previste dalla legge penale, la violazione del divieto di pubblicazione previsto dagli articoli 114 e 329 comma 3 lettera b) costituisce illecito disciplinare quando il fatto è commesso da impiegati dello Stato o di altri enti pubblici ovvero da persone esercenti una professione per la quale è richiesta una speciale abilitazione dello Stato."
c.p.p.,Art. 115,2.,2. Di ogni violazione del divieto di pubblicazione commessa dalle persone indicate nel comma 1 il pubblico ministero informa l'organo titolare del potere disciplinare.
c.p.p.,Art. 115-bis,1.,"1. Salvo quanto previsto dal comma 2, nei provvedimenti diversi da quelli volti alla decisione in merito alla responsabilità penale dell'imputato, la persona sottoposta a indagini o l'imputato non possono essere indicati come colpevoli fino a quando la colpevolezza non è stata accertata con sentenza o decreto penale di condanna irrevocabili. Tale disposizione non si applica agli atti del pubblico ministero volti a dimostrare la colpevolezza della persona sottoposta ad indagini o dell'imputato."
c.p.p.,Art. 115-bis,2.,"2. Nei provvedimenti diversi da quelli volti alla decisione in merito alla responsabilità penale dell'imputato, che presuppongono la valutazione di prove, elementi di prova o indizi di colpevolezza, l'autorità giudiziaria limita i riferimenti alla colpevolezza della persona sottoposta alle indagini o dell'imputato alle sole indicazioni necessarie a soddisfare i presupposti, i requisiti e le altre condizioni richieste dalla legge per l'adozione del provvedimento."
c.p.p.,Art. 115-bis,3.,"3. In caso di violazione delle disposizioni di cui al comma 1, l'interessato può, a pena di decadenza, nei dieci giorni successivi alla conoscenza del provvedimento, richiederne la correzione, quando è necessario per salvaguardare la presunzione di innocenza nel processo."
c.p.p.,Art. 115-bis,4.,"4. Sull'istanza di correzione il giudice che procede provvede, con decreto motivato, entro quarantotto ore dal suo deposito. Nel corso delle indagini preliminari è competente il giudice per le indagini preliminari. Il decreto è notificato all'interessato e alle altre parti e comunicato al pubblico ministero, i quali, a pena di decadenza, nei dieci giorni successivi, possono proporre opposizione al presidente del tribunale o della corte, il quale decide con decreto senza formalità di procedura. Quando l'opposizione riguarda un provvedimento emesso dal presidente del tribunale o dalla corte di appello si applicano le disposizioni di cui all'articolo 36, comma 4."
c.p.p.,Art. 116,1.,"1. Durante il procedimento e dopo la sua definizione, chiunque vi abbia interesse può ottenere il rilascio a proprie spese di copie, estratti o certificati di singoli atti."
c.p.p.,Art. 116,2.,"2. Sulla richiesta provvede il pubblico ministero o il giudice che procede al momento della presentazione della domanda ovvero, dopo la definizione del procedimento, il presidente del collegio o il giudice che ha emesso il provvedimento di archiviazione o la sentenza."
c.p.p.,Art. 116,3.,3. Il rilascio non fa venire meno il divieto di pubblicazione stabilito dall'articolo 114.
c.p.p.,Art. 116,3-bis.,"3-bis. Quando il difensore, anche a mezzo di sostituti, presenta all'autorità giudiziaria atti o documenti ((redatti in forma di documento analogico)), ha diritto al rilascio di attestazione dell'avvenuto deposito, anche in calce ad una copia."
c.p.p.,Art. 117,1.,"1. Fermo quanto disposto dall'articolo 371, quando è necessario per il compimento delle proprie indagini, il pubblico ministero può ottenere dall'autorità giudiziaria competente, anche in deroga al divieto stabilito dall'articolo 329, copie di atti relativi ad altri procedimenti penali e informazioni scritte sul loro contenuto.
L'autorità giudiziaria può trasmettere le copie e le informazioni anche di propria iniziativa."
c.p.p.,Art. 117,2.,2. L'autorità giudiziaria provvede senza ritardo e può rigettare la richiesta con decreto motivato.
c.p.p.,Art. 117,2-bis.,"2-bis. Il procuratore nazionale antimafia e antiterrorismo, nell'ambito delle funzioni previste dall'articolo 371-bis accede al registro delle notizie di reato, al registro di cui all'articolo 81 del codice delle leggi antimafia e delle misure di prevenzione, di cui al decreto legislativo 6 settembre 2011, n. 159, nonché a tutti gli altri registri relativi al procedimento penale e al procedimento per l'applicazione delle misure di prevenzione. Il procuratore nazionale antimafia e antiterrorismo accede, altresì, alle banche di dati logiche dedicate alle procure distrettuali e realizzate nell'ambito della banca di dati condivisa della Direzione nazionale antimafia e antiterrorismo"
c.p.p.,Art. 118,1.,"1. Il ministro dell'interno, direttamente o a mezzo di un ufficiale di polizia giudiziaria (( o del personale della Direzione investigativa antimafia )) appositamente delegato, può ottenere dall'autorità giudiziaria competente, anche in deroga al divieto stabilito dall'articolo 329, copie di atti di procedimenti penali e informazioni scritte sul loro contenuto, ritenute indispensabili per la prevenzione dei delitti per i quali è obbligatorio l'arresto in flagranza. L'autorità giudiziaria può trasmettere le copie e le informazioni anche di propria iniziativa."
c.p.p.,Art. 118,1-bis.,"1-bis. Ai medesimi fini l'autorità giudiziaria può autorizzare i soggetti indicati nel comma 1 all'accesso diretto al registro previsto dall'articolo 335, anche se tenuto in forma automatizzata."
c.p.p.,Art. 118,2.,2. L'autorità giudiziaria provvede senza ritardo e può rigettare la richiesta con decreto motivato.
c.p.p.,Art. 118,3.,3. Le copie e le informazioni acquisite a norma del comma 1 sono coperte dal segreto di ufficio.
c.p.p.,Art. 118-bis,1.,"1. Il Presidente del Consiglio dei ministri può richiedere all'autorità giudiziaria competente, anche in deroga al divieto stabilito dall'articolo 329, direttamente o a mezzo del direttore generale del Dipartimento delle informazioni per la sicurezza, copie di atti di procedimenti penali e informazioni scritte sul loro contenuto ritenute indispensabili per lo svolgimento delle attività connesse alle esigenze del Sistema di informazione per la sicurezza della Repubblica."
c.p.p.,Art. 118-bis,2.,"2. Si applicano le disposizioni dell'articolo 118, commi 2 e 3."
c.p.p.,Art. 118-bis,3.,"3. L'autorità giudiziaria può altresì trasmettere le copie e le informazioni di cui al comma 1 anche di propria iniziativa. Ai medesimi fini l'autorità giudiziaria può autorizzare l'accesso diretto di funzionari delegati dal direttore generale del Dipartimento delle informazioni per la sicurezza al registro delle notizie di reato, anche se tenuto in forma automatizzata."
c.p.p.,Art. 119,1.,"1. Quando un sordo, un muto o un sordomuto vuole o deve fare dichiarazioni, al sordo si presentano per iscritto le domande, gli avvertimenti e le ammonizioni ed egli risponde oralmente; al muto si fanno oralmente le domande, gli avvertimenti e le ammonizioni ed egli risponde per iscritto; al sordomuto si presentano per iscritto le domande, gli avvertimenti e le ammonizioni ed egli risponde per iscritto; al sordomuto si presentano per iscritto le domande, gli avvertimenti e le ammonizioni ed egli risponde per iscritto. ((107))"
c.p.p.,Art. 119,2.,"2. Se il sordo, il muto o il sordomuto non sa leggere o scrivere, l'autorità procedente nomina uno o più interpreti, scelti di preferenza fra le persone abituate a trattare con lui."
c.p.p.,Art. 120,1.,"1. Non possono intervenire come testimoni ad atti del procedimento:
a) i minori degli anni quattordici e le persone palesemente
affette da infermità di mente o in stato di manifesta ubriachezza o intossicazione da sostanze stupefacenti o psicotrope. La capacità si presume sino a prova contraria;
b) le persone sottoposte a misure di sicurezza detentive o a misure di prevenzione."
c.p.p.,Art. 121,1.,"1. In ogni stato e grado del procedimento le parti e i difensori possono presentare al giudice memorie o richieste scritte, mediante deposito nella cancelleria."
c.p.p.,Art. 121,2.,"2. Sulle richieste ritualmente formulate il giudice provvede senza ritardo e comunque, salve specifiche disposizioni di legge, entro quindici giorni."
c.p.p.,Art. 122,1.,"1. Quando la legge consente che un atto sia compiuto per mezzo di un procuratore speciale, la procura deve, a pena di inammissibilità, essere rilasciata per atto pubblico o scrittura privata autenticata e deve contenere, oltre alle indicazioni richieste specificamente dalla legge, la determinazione dell'oggetto per cui è conferita e dei fatti ai quali si riferisce. Se la procura è rilasciata per scrittura privata al difensore, la sottoscrizione può essere autenticata dal difensore medesimo. La procura è unita agli atti. (111)"
c.p.p.,Art. 122,2.,2. Per le pubbliche amministrazioni è sufficiente che la procura sia sottoscritta dal dirigente dell'ufficio nella circoscrizione in cui si procede e sia munita del sigillo dell'ufficio.
c.p.p.,Art. 122,2-bis.,"2-bis. La procura speciale è depositata, in copia informatica autenticata con firma digitale o altra firma elettronica qualificata, nel rispetto della normativa, anche regolamentare, concernente la sottoscrizione, la trasmissione e la ricezione dei documenti informatici, con le modalità previste dall'articolo 111-bis, salvo l'obbligo di conservare l'originale analogico da esibire a richiesta dell'autorità giudiziaria."
c.p.p.,Art. 122,3.,"3. Non è ammessa alcuna ratifica degli atti compiuti nell'interesse altrui senza procura speciale nei casi in cui questa è richiesta dalla legge.


--------------------

AGGIORNAMENTO (111)
La L. 16 dicembre 1999, n. 479, come modificata dal D.L. 7 aprile 2000, n. 82, convertito con modificazioni dalla L. 5 giugno 2000, n. 144, ha disposto (con l'art. 13, comma 4) che "" La deposizione di cui al comma 3 si applica anche alle procure conferite prima della data di entrata in vigore della presente legge."""
c.p.p.,Art. 123,1.,"1. L'imputato detenuto o internato in un istituto per l'esecuzione di misure di sicurezza ha facoltà di presentare impugnazioni, dichiarazioni e richieste con atto ricevuto dal direttore. Esse sono iscritte in apposito registro, sono immediatamente comunicate all'autorità competente e hanno efficacia come se fossero ricevute direttamente dall'autorità giudiziaria."
c.p.p.,Art. 123,2.,"2. Quando l'imputato è in stato di arresto o di detenzione domiciliare ovvero è custodito in un luogo di cura, ha facoltà di presentare impugnazioni, dichiarazioni e richieste con atto ricevuto da un ufficiale di polizia giudiziaria, il quale ne cura l'immediata trasmissione all'autorità competente. Le impugnazioni, le dichiarazioni e le richeste hanno efficacia come se fossero ricevute direttamente dall'autorità giudiziaria."
c.p.p.,Art. 123,2-bis.,"2-bis. Le impugnazioni, le dichiarazioni, compresa quella relativa alla nomina del difensore, e le richieste, di cui ai commi 1 e 2, sono contestualmente comunicate anche al difensore nominato"
c.p.p.,Art. 123,3.,"3. Le disposizioni del comma 1 si applicano alle denunce, impugnazioni, dichiarazioni e richieste presentate dalle altre parti private o dalla persona offesa."
c.p.p.,Art. 123,1.,"1. L'imputato detenuto o internato in un istituto per l'esecuzione di misure di sicurezza ha facoltà di presentare impugnazioni, dichiarazioni e richieste con atto ricevuto dal direttore. Esse sono iscritte in apposito registro, sono immediatamente comunicate all'autorità competente e hanno efficacia come se fossero ricevute direttamente dall'autorità giudiziaria."
c.p.p.,Art. 123,2.,"2. Quando l'imputato è in stato di arresto o di detenzione domiciliare ovvero è custodito in un luogo di cura, ha facoltà di presentare impugnazioni, dichiarazioni e richieste con atto ricevuto da un ufficiale di polizia giudiziaria, il quale ne cura l'immediata trasmissione all'autorità competente. Le impugnazioni, le dichiarazioni e le richeste hanno efficacia come se fossero ricevute direttamente dall'autorità giudiziaria."
c.p.p.,Art. 123,2-bis.,"2-bis. Le impugnazioni, le dichiarazioni, compresa quella relativa alla nomina del difensore, e le richieste, di cui ai commi 1 e 2, sono contestualmente comunicate anche al difensore nominato"
c.p.p.,Art. 123,3.,"3. Le disposizioni del comma 1 si applicano alle denunce, impugnazioni, dichiarazioni e richieste presentate dalle altre parti private o dalla persona offesa."
c.p.p.,Art. 126,1.,"1. Il giudice, in tutti gli atti ai quali procede, è assistito dall'ausiliario a ciò designato a norma dell'ordinamento, se la legge non dispone altrimenti."
c.p.p.,Art. 126,1-bis.,1-bis. Il giudice è supportato dall'ufficio per il processo penale nei limiti dei compiti a questo attribuiti dalla legge.
c.p.p.,Art. 127,1.,"1. Quando si deve procedere in camera di consiglio, il giudice o il presidente del collegio fissa la data dell'udienza e ne fa dare avviso alle parti, alle altre persone interessate e ai difensori.
L'avviso è comunicato o notificato almeno dieci giorni prima della data predetta. Se l'imputato è privo di difensore, l'avviso è dato a quello di ufficio."
c.p.p.,Art. 127,2.,2. Fino a cinque giorni prima dell'udienza possono essere presentate memorie in cancelleria.
c.p.p.,Art. 127,3.,"3. Il pubblico ministero, gli altri destinatari dell'avviso nonché i difensori sono sentiti se compaiono. ((Se l'interessato richiede di essere sentito ed è detenuto o internato in luogo posto fuori della circoscrizione del giudice, si provvede mediante collegamento a distanza, oltre che nei casi particolarmente previsti dalla legge, quando l'interessato vi consente. In caso contrario, l'interessato è sentito prima del giorno dell'udienza dal magistrato di sorveglianza del luogo.))"
c.p.p.,Art. 127,4.,4. L'udienza è rinviata se sussiste un legittimo impedimento dell'imputato o del condannato che ha chiesto di essere sentito personalmente e che non sia detenuto o internato in luogo diverso da quello in cui ha sede il giudice.
c.p.p.,Art. 127,5.,"5. Le disposizioni dei commi 1, 3 e 4 sono previste a pena di nullità."
c.p.p.,Art. 127,6.,6. L'udienza si svolge senza la presenza del pubblico.
c.p.p.,Art. 127,7.,"7. Il giudice provvede con ordinanza comunicata o notificata senza ritardo ai soggetti indicati nel comma 1, che possono proporre ricorso per cassazione."
c.p.p.,Art. 127,8.,"8. Il ricorso non sospende l'esecuzione dell'ordinanza, a meno che il giudice che l'ha emessa disponga diversamente con decreto motivato."
c.p.p.,Art. 127,9.,"9. L'inammissibilità dell'atto introduttivo del procedimento è dichiarata dal giudice con ordinanza, anche senza formalità di procedura, salvo che sia altrimenti stabilito. Si applicano le disposizioni dei commi 7 e 8."
c.p.p.,Art. 127,10.,10. Il verbale di udienza è redatto soltanto in forma riassuntiva a norma dell'articolo 140 comma 2. (15)
c.p.p.,Art. 128,1.,"1. Salvo quanto disposto per i provvedimenti emessi nell'udienza preliminare e nel dibattimento, gli originali dei provvedimenti del giudice sono depositati in cancelleria entro cinque giorni dalla deliberazione. Quando si tratta di provvedimenti impugnabili, l'avviso di deposito contenente l'indicazione del dispositivo è comunicato al pubblico ministero e notificato a tutti coloro cui la legge attribuisce il diritto di impugnazione."
c.p.p.,Art. 129,1.,"1. In ogni stato e grado del processo, il giudice, il quale riconosce che il fatto non sussiste o che l'imputato non lo ha commesso o che il fatto non costituisce reato o non è previsto dalla legge come reato ovvero che il reato è estinto o che manca una condizione di procedibilità, lo dichiara di ufficio con sentenza."
c.p.p.,Art. 129,2.,"2. Quando ricorre una causa di estinzione del reato ma dagli atti risulta evidente che il fatto non sussiste o che l'imputato non lo ha commesso o che il fatto non costituisce reato o non è previsto dalla legge come reato, il giudice pronuncia sentenza di assoluzione o di non luogo a procedere con la formula prescritta."
c.p.p.,Art. 129-bis,1.,"1. In ogni stato e grado del procedimento l'autorità giudiziaria può disporre, anche d'ufficio, l'invio dell'imputato e della vittima del reato di cui all'articolo 42, comma 1, lettera b), del decreto legislativo ((10 ottobre 2022, n. 150)), al Centro per la giustizia riparativa di riferimento, per l'avvio di un programma di giustizia riparativa."
c.p.p.,Art. 129-bis,2.,"2. La richiesta dell'imputato o della vittima del reato di cui all'articolo 42, comma 1, lettera b) del decreto legislativo ((10 ottobre 2022, n. 150)), è proposta personalmente o per mezzo di procuratore speciale."
c.p.p.,Art. 129-bis,3.,"3. L'invio degli interessati è disposto con ordinanza dal giudice che procede, sentite le parti, i difensori nominati e, se lo ritiene necessario, la vittima del reato di cui all'articolo 42, comma 1, lettera b), del decreto legislativo ((10 ottobre 2022, n. 150)), qualora reputi che lo svolgimento di un programma di giustizia riparativa possa essere utile alla risoluzione delle questioni derivanti dal fatto per cui si procede e non comporti un pericolo concreto per gli interessati e per l'accertamento dei fatti. Nel corso delle indagini preliminari provvede il pubblico ministero con decreto motivato."
c.p.p.,Art. 129-bis,4.,"4. Nel caso di reati perseguibili a querela soggetta a remissione, il giudice, a richiesta dell'imputato, può disporre con ordinanza la sospensione del processo per un periodo non superiore a centottanta giorni, al fine di consentire lo svolgimento del programma di giustizia riparativa. Durante la sospensione del processo il giudice, con le modalità stabilite per il dibattimento, acquisisce, a richiesta di parte, le prove non rinviabili."
c.p.p.,Art. 129-bis,4-bis.,"4-bis. Le disposizioni di cui al comma 4 si applicano, altresì, prima dell'esercizio dell'azione penale, quando il pubblico ministero ha disposto la notifica dell'avviso di cui all'articolo 415-bis. In tal caso, sulla richiesta di sospensione del procedimento provvede il giudice per le indagini preliminari, sentito il pubblico ministero."
c.p.p.,Art. 129-bis,4-ter.,"4-ter. Durante il tempo in cui il procedimento o il processo è sospeso, sono sospesi il corso della prescrizione e i termini di cui all'articolo 344-bis. Durante lo stesso tempo, i termini di durata massima della custodia cautelare di cui all'articolo 303 sono sospesi dal giudice, con ordinanza appellabile a norma dell'articolo 310. Si applica l'articolo 304, comma 6."
c.p.p.,Art. 129-bis,5.,"5. Al termine dello svolgimento del programma di giustizia riparativa, l'autorità giudiziaria acquisisce la relazione trasmessa dal mediatore."
c.p.p.,Art. 130,1.,"1. La correzione delle sentenze, delle ordinanze e dei decreti inficiati da errori od omissioni che non determinano nullità, e la cui eliminazione non comporta una modificazione essenziale dell'atto, è disposta, anche di ufficio, dal giudice che ha emesso il provvedimento. Se questo è impugnato, e l'impugnazione non è dichiarata inammissibile, la correzione è disposta dal giudice competente a conoscere dell'impugnazione."
c.p.p.,Art. 130,1-bis.,"1-bis. Quando nella sentenza di applicazione della pena su richiesta delle parti si devono rettificare solo la specie e la quantità della pena per errore di denominazione o di computo, la correzione è disposta, anche d'ufficio, dal giudice che ha emesso il provvedimento. Se questo è impugnato, alla rettificazione provvede la corte di cassazione a norma dell'articolo 619, comma 2"
c.p.p.,Art. 130,2.,2. Il giudice provvede in camera di consiglio a norma dell'articolo 127. Dell'ordinanza che ha disposto la correzione è fatta annotazione sull'originale dell'atto.
c.p.p.,Art. 131,1.,"1. Il giudice, nell'esercizio delle sue funzioni, può chiedere l'intervento della polizia giudiziaria e, se necessario, della forza pubblica, prescrivendo tutto ciò che occorre per il sicuro e ordinato compimento degli atti ai quali procede."
c.p.p.,Art. 132,1.,"1. L'accompagnamento coattivo è disposto, nei casi previsti dalla legge, con decreto motivato, con il quale il giudice ordina di condurre l'imputato alla sua presenza, se occorre anche con la forza."
c.p.p.,Art. 132,2.,2. La persona sottoposta ad accompagnamento coattivo non può essere tenuta a disposizione oltre il compimento dell'atto previsto e di quelli conseguenziali per i quali perduri la necessità della sua presenza. In ogni caso la persona non può essere trattenuta oltre le ventiquattro ore.
c.p.p.,Art. 133,1.,"1. Se il testimone, il perito, la persona sottoposta all'esame del perito diversa dall'imputato, il consulente tecnico, l'interprete o il custode di cose sequestrate, regolarmente citati o convocati, omettono senza un legittimo impedimento di comparire nel luogo, giorno e ora stabiliti, il giudice può ordinarne l'accompagnamento coattivo e può altresì condannarli, con ordinanza, al pagamento di una somma da lire centomila a lire un milione a favore della cassa delle ammende nonché alle spese alle quali la mancata comparizione ha dato causa."
c.p.p.,Art. 133,1-bis.,"1-bis. La disposizione di cui al comma 1 non si applica in caso di mancata comparizione del querelante all'udienza in cui sia stato citato a comparire come testimone, limitatamente ai casi in cui la mancata comparizione del querelante integra remissione tacita di querela, nei casi in cui essa è consentita."
c.p.p.,Art. 133,2.,2. Si applicano le disposizioni dell'articolo 132.
c.p.p.,Art. 133-bis,1.,"1. Salvo che sia diversamente previsto, quando l'autorità giudiziaria dispone che un atto sia compiuto a distanza o che una o più parti possano partecipare a distanza al compimento di un atto o alla celebrazione di un'udienza si osservano le disposizioni di cui all'articolo 133-ter."
c.p.p.,Art. 133-ter,1.,"1. L'autorità giudiziaria, quando dispone che un atto sia compiuto a distanza o che una o più parti partecipino a distanza al compimento di un atto o alla celebrazione di un'udienza, provvede con decreto motivato. Quando non è emesso in udienza, il decreto è notificato o comunicato alle parti unitamente al provvedimento che fissa la data per il compimento dell'atto o la celebrazione dell'udienza ((...)), almeno tre giorni prima della data suddetta ((, salvo i casi di urgenza, ferma restando l'esigenza di garantire al difensore l'esercizio delle facoltà di cui al comma 7)). Il decreto è comunicato anche alle autorità interessate."
c.p.p.,Art. 133-ter,2.,2. Nei casi di cui al comma 1 è attivato un collegamento audiovisivo tra l'aula di udienza o l'ufficio giudiziario e il luogo in cui si trovano le persone che compiono l'atto o che partecipano all'udienza a distanza. Il luogo in cui si trovano le persone che compiono l'atto o che partecipano all'udienza a distanza è equiparato all'aula di udienza.
